assertion,category,chain_edge,expectation,result,verdict,detail
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 155 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 156 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 157 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 158 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 159 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 160 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 161 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 162 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 163 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 164 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 165 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 166 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 167 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 168 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 169 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 170 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 171 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 172 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 173 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 174 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 175 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 176 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 177 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 178 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 179 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 180 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 181 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 182 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 183 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 184 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 185 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 186 assigned twice in L188full
L188full_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 187 assigned twice in L188full
L188full_covers_universe,structure,,MUST_HOLD,PASS,OK,"L188full covers exactly 188 indices (missing [], extra [])"
L188_every_class_within_one_reweight_group,L187,,MUST_HOLD,PASS,OK,"all 188 L188 vocabulary classes lie inside a single reweighting group, so the sampling measure per label is unambiguous"
L187_every_class_within_one_reweight_group,L187,,MUST_HOLD,PASS,OK,"all 187 L187 vocabulary classes lie inside a single reweighting group, so the sampling measure per label is unambiguous"
L187_sampling_measure_exactly_unchanged,L187,,MUST_HOLD,PASS,OK,"the realised 30-group stream-share vector is IDENTICAL under L188 and L187 -- exact equality on all 30 entries, not approximate -- because the cs->qq merge is contained inside label_X_QQ. L187+ therefore sees a byte-identical jet stream to L188+: the arm is a pure label-only intervention. Computed in exact rationals; max abs difference over the 30 groups = 0"
L187_only_merged_node_share_changes,L187,,MUST_HOLD,PASS,OK,exactly one of the 187 vocabulary nodes has a stream share differing from its L188 counterpart: ['2P_qq_plus_cs']. Its share is the exact sum of the two merged classes (0.0256644691 + 0.0256644691 = 0.0513289383); the other 186 are untouched
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 0 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 1 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 2 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 3 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 4 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 5 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 6 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 7 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 8 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 9 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 10 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 11 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 12 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 13 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 14 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 15 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 16 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 17 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 18 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 19 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 20 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 21 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 22 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 23 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 24 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 25 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 26 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 27 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 28 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 29 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 30 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 31 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 32 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 33 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 34 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 35 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 36 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 37 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 38 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 39 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 40 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 41 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 42 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 43 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 44 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 45 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 46 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 47 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 48 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 49 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 50 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 51 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 52 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 53 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 54 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 55 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 56 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 57 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 58 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 59 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 60 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 61 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 62 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 63 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 64 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 65 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 66 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 67 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 68 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 69 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 70 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 71 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 72 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 73 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 74 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 75 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 76 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 77 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 78 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 79 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 80 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 81 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 82 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 83 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 84 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 85 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 86 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 87 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 88 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 89 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 90 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 91 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 92 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 93 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 94 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 95 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 96 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 97 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 98 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 99 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 100 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 101 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 102 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 103 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 104 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 105 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 106 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 107 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 108 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 109 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 110 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 111 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 112 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 113 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 114 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 115 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 116 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 117 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 118 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 119 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 120 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 121 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 122 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 123 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 124 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 125 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 126 assigned twice in L43res
L43res_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 127 assigned twice in L43res
